"user_id","work_id","mr_share"
"user_id","work_id","mr_share"
"user_id","work_id","mr_share"
"148","2912","99"
"22","2912","99"
"581","2912","99"
"168","2913","50"
"323","2914","99"
"293","2915","99"
"163","2916","13.34"
"163","2917","20"
"63","2918","50"
"323","2919","50"
"358","2920","50"
"103","2921","12.5"
"103","2922","7.5"
"145","2923","50"
"163","2924","16.66"
"399","2925","50"
"401","2926","100"
"401","2927","100"
"14","2928","10"
"278","2929","16.66"
"371","2930","10"
"401","2931","50"
"407","1469","100"
"407","2933","100"
"223","2934","50"
"371","2935","99"
"365","2936","50"
"358","2937","50"
"358","2938","50"
"166","2939","8.3300000000000001"
"159","2940","99"
"300","2941","33.299999999999997"
"174","2942","99"
"392","2943","50"
"174","2944","99"
"392","2945","50"
"69","2946",".076899999999999996"
"358","2947","50"
"103","2948","33.299999999999997"
"97","2949","33.299999999999997"
"192","2950","12.5"
"186","2951","25"
"192","2952","50"
"22","2953","50"
"40","2954","13"
"251","2955","13.300000000000001"
"401","2956","100"
"168","2957","50"
"168","2958","50"
"416","2959","50"
"145","2960","10"
"174","2961","99"
"223","2962","50"
"103","2963","8.3300000000000001"
"401","2964","100"
"407","2965","100"
"145","2966","25"
"407","2967","100"
"406","2968","44"
"358","2969","50"
"102","2970","3.3300000000000001"
"145","2971","50"
"358","2972","50"
"145","2973","5"
"223","2974","100"
"358","2975","25"
"63","2976","50"
"163","2977","20"
"142","2978","6.25"
"326","2979","100"
"401","2980","100"
"163","2981","16.66"
"142","2982","20"
"358","2983","33.299999999999997"
"389","588","49"
"117","2984","33.299999999999997"
"133","2985","50"
"411","2986","100"
"399","2987","50"
"162","2988","50"
"401","2989","100"
"407","2990","100"
"411","2991","100"
"358","2992","50"
"358","2993","25"
"192","2994","15.630000000000001"
"133","2995","50"
"124","2996","100"
"416","2997","42.5"
"407","2998","50"
"113","2999","99"
"113","3000","99"
"390","3001","100"
"392","3002","33.299999999999997"
"167","3003","12.5"
"407","3004","100"
"390","3005","100"
"407","3006","100"
"401","3007","50"
"377","3008","99"
"358","3009","25"
"358","3010","50"
"401","3011","100"
"223","3012","50"
"407","3013","50"
"182","3014","50"
"223","3015","100"
"376","3016","99"
"374","3017","99"
"416","3018","33.299999999999997"
"145","3019","10"
"168","3020","50"
"162","658","25"
"88","3021","50"
"322","3022","15"
"416","3023","16.600000000000001"
"358","3024","33.299999999999997"
"168","3025","50"
"337","3026","100"
"358","3027","50"
"401","3028","100"
"401","3029","33.299999999999997"
"256","3030","25"
"278","3031","25"
"113","3032","99"
"374","3034","33.299999999999997"
"163","3035","99"
"358","3036","33.299999999999997"
"148","3037","33.299999999999997"
"416","3038","22.5"
"168","3039","50"
"372","3040","80"
"142","3041","99"
"399","3042","10"
"416","3043","50"
"390","3044","25"
"407","3045","100"
"407","3046","100"
"407","3047","100"
"386","3048","99"
"385","3049","100"
"293","745","10"
"225","747","16.66"
"162","752","100"
"401","3050","100"
"301","3051","100"
"22","3052","10"
"407","3053","100"
"401","3054","100"
"401","3055","100"
"358","3056","25"
"145","3057","10"
"401","3058","100"
"60","3059","11"
"401","3060","100"
"22","3061","50"
"168","3062","50"
"152","3063","12.5"
"401","3064","100"
"207","3065","99"
"349","3066","75"
"401","3067","100"
"152","3068","25"
"401","3069","50"
"22","3070","16.66"
"69","850","20"
"163","3071","50"
"152","3072","12.5"
"142","3073","25"
"145","3074","50"
"40","3157","13.6"
"117","3075","50"
"371","3076","15"
"401","3077","100"
"407","3078","100"
"46","3079","15"
"358","3080","50"
"389","3081","25"
"411","3082","25"
"163","3083","20"
"22","3084","99"
"217","3085","50"
"371","3086","10"
"256","3087","33.299999999999997"
"74","3088","25"
"168","3089","50"
"407","3090","100"
"19","3091","12.5"
"152","3094","50"
"223","3095","100"
"223","3096","100"
"223","3097","100"
"358","3098","33.299999999999997"
"168","3099","50"
"385","3100","99"
"163","3101","25"
"358","3102","50"
"358","3103","33.299999999999997"
"407","3104","50"
"401","3105","50"
"223","3106","50"
"358","3107","50"
"358","3108","25"
"399","3109","50"
"416","3110","50"
"326","3111","100"
"63","3112","33.299999999999997"
"407","3113","100"
"401","3114","100"
"37","3115","100"
"416","3116","50"
"416","3117","50"
"159","1118","1"
"390","3118","100"
"182","3119","33.299999999999997"
"358","3120","50"
"300","3121","33.299999999999997"
"163","3122","20"
"163","3123","25"
"399","3124","100"
"407","3125","100"
"401","3126","100"
"278","3127","16.66"
"326","3128","100"
"428","3129","50"
"117","3130","50"
"251","3131","99"
"399","3132","33.340000000000003"
"323","3133","99"
"207","3134","50"
"145","3135","50"
"256","3136","50"
"271","3137","45"
"358","3138","25"
"407","3139","25"
"163","3140","99"
"278","3141","14.199999999999999"
"358","3142","50"
"300","1203","50"
"407","3143","33.299999999999997"
"407","3144","100"
"168","3145","50"
"","","0"
"582","3146","37.5"
"582","3148","30"
"582","3149","30"
"582","3150","30"
"300","",""
"583","2231","25"
"583","227","50"
"583","491","50"
"583","574","25"
"583","983","50"
"583","1401","16.66"
"583","1661","50"
"583","1817","25"
"583","1911","50"
"583","2071","50"
"583","2072","25"
"583","2164","16.66"
"","1661",""
"374","3151","75"
"389","3152","16.670000000000002"
"163","369","2.7800000000000002"
"390","5","50"
"399","3153","50"
"416","3155","33.329999999999998"
"106","3158","12.5"
"","",""
"437","2281","10"
"408","2484","7.5"
"369","2361","50"
"369","2360","100"
"369","3174","25"
"369","3175","25"
"372","3176","50"
"372","3178","100"
"435","3181","12.5"
"346","2332","25"
"345","2332","25"
"313","2567","15"
"266","2567","25"
"312","3186","25"
"585","3187","8"
"584","3187","8"
"585","3188","8"
"584","3188","8"
"585","3189","25"
"584","3189","25"
"401","3191","50"
"399","3191","50"
"401","448","50"
"152","3194","50"
"304","3195","100"
"588","3196","10"
"590","2529","17"
"590","2530","17"
"590","1032","12.5"
"590","1517","12.5"
"590","2062","12.5"
"590","1828","12.5"
"589","3199","50"
"589","3200","50"
"589","3201","50"
"589","3202","50"
"589","3203","50"
"589","3204","50"
"589","3205","50"
"589","3206","50"
"589","3207","50"
"589","3208","50"
"589","3209","50"
"589","3210","40"
"584","3213","20"
"585","3213","20"
"584","3214","15"
"585","3214","15"
"584","3215","15"
"585","3215","15"
"584","3216","15"
"585","3216","15"
"584","3217","20"
"585","3217","20"
"584","3218","16"
"585","3218","16"
"584","3219","7.5"
"585","3219","7.5"
"584","3220","17.5"
"585","3220","17.5"
"433","3220","5"
"584","3221","12.5"
"585","3221","12.5"
"584","3222","10"
"585","3222","10"
"584","3223","25"
"585","3223","25"
"584","3224","10"
"585","3224","10"
"584","3225","10"
"585","3225","10"
"584","3226","10"
"585","3226","10"
"584","3227","10"
"585","3227","10"
"584","3228","10"
"585","3228","10"
"584","3229","10"
"585","3229","10"
"584","3230","10"
"585","3230","10"
"589","3231","100"
"394","3233","50"
"394","765","25"
"420","1176","35"
"192","3234","50"
"145","3235","50"
"424","3236","33.33"
"426","3236","33"
"425","3236","33"
"92","3238","100"
"92","3239","100"
"92","3240","100"
"92","3241","100"
"426","3242","25"
"424","3242","30"
"425","3242","45"
"582","3243","50"
"582","3244","62.5"
"416","3245","33"
"416","3246","50"
"416","3247","22.5"
"416","3248","50"
"231","3249","99"
"231","3250","99"
"400","3251","100"
"400","3252","100"
"424","3253","25"
"426","3253","25"
"425","3253","25"
"337","3254","50"
"60","3255","10"
"303","3256","25"
"303","3257","25"
"576","3259","10"
"435","3260","16"
"590","3260","17"
"358","3261","25"
"358","3262","25"
"358","3263","25"
"416","351","50"
"401","3264","33.33"
"394","3265","50"
"231","3266","99"
"420","1628","16.66"
"427","3275","100"
"600","3276","30"
"22","3277","20"
"600","3278","10"
"600","3279","16.67"
"600","3280","33.33"
"4","3281","1"
"4","3282",".22"
"600","3283",".5"
"600","3284",".125"
"371","3285","12.5"
"4","3286",".33"
"90","3287",".5"
"600","3288","50"
"600","3289","50"
"600","3290","10"
"600","3291","10"
"260","3292","100"
"600","3293","8.33"
"407","3294","100"
"342","3295","1"
"397","3296","50"
"600","3297",".25"
"371","3298","100"
"400","3299","100"
"374","3301","99"
"374","3302","99"
"407","3303","100"
"600","3304","7"
"400","3305","100"
"138","3306","50"
"351","3307","100"
"600","3308","60"
"325","3309","50"
"401","3310","100"
"378","3311","99"
"600","3312","25"
"419","3313","25"
"4","3314",".13"
"600","3315","33.33"
"4","3316",".25"
"600","3317","25"
"600","3318","100"
"600","3319","9"
"4","3320",".33"
"600","3321",".16669999999999999"
"600","3322","33"
"145","3323","40"
"600","3324","10"
"90","3325",".5"
"90","3326",".5"
"90","3327","1"
"416","3328","40"
"600","3329","1"
"582","3330",".75"
"600","3331","25"
"4","3332",".5"
"600","3333","50"
"600","3334","25"
"269","3335","1"
"600","3336","16.67"
"600","3337","100"
"63","3338",".33"
"600","3339","90"
"46","3340","12.5"
"278","3341","7.14"
"600","3342","50"
"600","3343","25"
"600","3344","50"
"600","3345","100"
"90","3346",".33"
"4","3347",".33"
"90","3348",".5"
"292","3349",".05"
"600","3350","12.5"
"600","3351","75"
"379","3352","50"
"416","3353","20"
"90","3354","1"
"4","3355",".03"
"600","3356","23.32"
"600","3357","0"
"117","3358","50"
"4","3359",".5"
"600","3360","50"
"292","3361",".42"
"90","3362","1"
"600","3363","25"
"600","3364","50"
"600","3365","25"
"145","3366","50"
"90","3367",".5"
"292","3368",".5"
"600","3369","33.33"
"374","3370",".17"
"600","3371","20"
"63","3372",".5"
"600","3373","50"
"90","3374","1"
"600","3375","50"
"397","3376","66.6"
"407","3377","100"
"4","3378",".5"
"600","3379","16.670000000000002"
"292","3380",".5"
"163","3381","37.5"
"145","3382","25"
"600","3383","50"
"600","3384","4.17"
"63","3385",".5"
"600","3386",".03"
"90","3387",".4"
"63","3388",".33"
"90","3389",".33329999999999999"
"145","3390","30"
"397","3391","50"
"90","3392",".5"
"397","3393","33.2"
"117","3394","50"
"600","3395","33.33"
"600","3396",".33"
"427","3397","99"
"124","3398","99"
"90","3399","1"
"600","3400","16.67"
"397","3401","99"
"371","3402","99"
"600","3403",".17"
"100","3404","99"
"600","3405","99"
"145","3406","99"
"168","3407","50"
"377","3408","99"
"600","3409",".33329999999999999"
"138","3410","99"
"416","3411","99"
"144","3412",".25"
"306","3413","99"
"371","3414","5.56"
"350","3415","99"
"325","3416","99"
"379","3417","99"
"117","3418","99"
"90","3419",".5"
"4","3420",".25"
"600","3421","25"
"427","3422","99"
"292","3423",".5"
"397","3424","99"
"371","3425","99"
"117","3426","99"
"4","3427",".05"
"4","3428",".1666"
"400","3429","100"
"600","3430","50"
"371","3431","20"
"600","3432","12.5"
"600","3433","25"
"14","3434",".17"
"600","3435","98"
"306","3436","100"
"223","3437","100"
"358","3438","50"
"90","3439",".17"
"600","3440","25"
"90","3441",".5"
"600","3442","16.2"
"145","3443","50"
"260","3444","50"
"4","3445",".17"
"358","3446","50"
"600","3447","10"
"90","3448","1"
"4","3449",".070000000000000007"
"600","3450","0"
"401","3451","100"
"424","3452","20"
"600","3453","0"
"292","3454",".25"
"371","3455","16.6"
"90","3456","1"
"292","3457",".5"
"90","3458","1"
"90","3459","1"
"401","3460","100"
"600","3461","25"
"600","3462","50"
"90","3463",".13"
"600","3464","10"
"600","3465",".25"
"90","3466","1"
"600","3467","50"
"292","3468",".15"
"399","3469","100"
"401","3470","100"
"600","3471","16.670000000000002"
"600","3472","1"
"5","3473","8.33"
"600","3474","25"
"255","3475","60"
"90","3476","1"
"163","3477","99"
"393","3478","99"
"292","3479",".17"
"600","3480","12.5"
"400","3481","100"
"4","3482",".2"
"4","3483",".5"
"339","3484","99"
"306","3485","50"
"397","3486","50"
"600","3487",".125"
"90","3488","1"
"117","3489","50"
"600","3490","33.33"
"4","3491",".15"
"292","3492",".5"
"600","3493","50"
"600","3494","25"
"4","3495",".375"
"600","3496","100"
"600","3497","100"
"307","3498","100"
"600","3499","4.17"
"600","3500","30"
"600","3501","50"
"600","3502","33"
"600","3503","25"
"600","3504","25"
"4","3505",".5"
"600","3506",".122"
"600","3507","16.67"
"145","3508","12.5"
"600","3509","50"
"600","3510","50"
"383","3511","99"
"600","3512","50"
"4","3513",".75"
"223","3514","100"
"390","3515","99"
"600","3516","50"
"306","3517","100"
"600","3518","50"
"90","3519","1"
"600","3520","40"
"4","3521",".25"
"600","3522","50"
"600","3523","33.340000000000003"
"90","3524",".5"
"90","3525",".33"
"600","3526","25"
"4","3527",".5"
"600","3528","1"
"600","3529","50"
"90","3530","1"
"600","3531","25"
"600","3532","16.66"
"424","3533","50"
"600","3534","50"
"600","3535","50"
"600","3536","25"
"4","3537","25"
"90","3538",".17"
"90","3539",".5"
"600","3540","33"
"397","3541","50"
"152","3542","99"
"379","3543","50"
"600","3544","25"
"418","3545","10"
"600","3546","10"
"600","3547","10"
"4","3548",".5"
"4","3549",".25"
"390","3550","99"
"600","3551","0"
"600","3552","25"
"600","3553","16.67"
"152","3554",".33329999999999999"
"303","3555","8.33"
"90","3556",".17"
"152","3557","99"
"163","3558","99"
"90","3559","1"
"397","3560","50"
"292","3561",".1"
"600","3562","16"
"397","3563","33.2"
"600","3564",".5"
"600","3565","20"
"4","3566",".25"
"90","3567",".5"
"90","3568",".5"
"292","3569",".25"
"4","3570",".33"
"301","3571","1"
"600","3572","5"
"600","3573","1"
"119","3574","99"
"600","3575","16.67"
"600","3576",".5"
"90","3577",".2"
"262","3578",".5"
"600","3579","25"
"600","3580","16.67"
"428","3581","25"
"600","3582","16.670000000000002"
"600","3583","33.33"
"90","3584",".5"
"90","3585","1"
"90","3586",".5"
"4","3587",".33"
"600","3588","0"
"331","3589","99"
"117","3590","50"
"600","3591",".25"
"600","3592","50"
"19","3593","99"
"262","3594","99"
"370","3595","99"
"19","3596","99"
"4","3597",".25"
"600","3598","25"
"600","3599","16.67"
"4","3600",".5"
"600","3601",".16669999999999999"
"90","3602","1"
"90","3603","1"
"383","3604","99"
"90","3605","1"
"306","3606","100"
"407","3607","100"
"4","3608",".2"
"4","3609",".22"
"600","3610","30"
"145","3611",".2"
"145","3612","50"
"117","3613","50"
"46","3614","99"
"4","3615",".5"
"22","3616","99"
"152","3617","99"
"75","3618","99"
"90","3619","1"
"397","3620","50"
"600","3621","99"
"600","3622","99"
"600","3623","99"
"345","3624","99"
"400","3625","100"
"292","3626",".125"
"74","3627","99"
"337","3628","99"
"186","3629","99"
"60","3630","99"
"392","3631","99"
"419","3632","25"
"582","3633","99"
"4","3634",".33"
"292","3635",".16669999999999999"
"379","3636","50"
"600","3637","25"
"600","3638","25"
"90","3639",".5"
"600","3640","25"
"600","3641","25"
"600","3642","25"
"4","3643","25"
"90","3644","1"
"600","3645","75"
"306","3646","50"
"600","3647","25"
"600","3648","6.25"
"94","3649",".33"
"600","3650","33"
"600","3651","25"
"600","3652","100"
"600","3653","10"
"411","3654","99"
"600","3655","1"
"379","3656","50"
"600","3657","25"
"90","3658","1"
"168","3659","50"
"292","3660",".5"
"600","3661","25"
"4","3662",".15"
"4","3663",".25"
"371","3664",".16669999999999999"
"600","3665","0"
"379","3666","50"
"90","3667",".5"
"4","3668",".2"
"600","3669","50"
"600","3670","99"
"600","3671","1"
"600","3672","50"
"600","3673","12.5"
"600","3674","25"
"351","3675",".5"
"4","3676",".2"
"600","3677","12.5"
"371","3678","10"
"331","3679","99"
"260","3680","33.33"
"600","3681","50"
"371","3682","7.5"
"600","3683",".5"
"306","3684","25"
"407","3685","100"
"600","3686","50"
"600","3687","25"
"600","3688","50"
"600","3689","20.82"
"157","3690",".2"
"145","3691","100"
"117","3692","50"
"124","3693","100"
"306","3694","50"
"385","3695","99"
"349","3696","99"
"75","3697","99"
"90","3698",".5"
"152","3699","99"
"385","3700","99"
"600","3701","25"
"600","3702","25"
"306","3703","50"
"260","3704","50"
"10","3705","2.5"
"600","3706","10"
"600","3707","25"
"163","3708","99"
"303","3709","8.34"
"407","3710","100"
"90","3711",".5"
"90","3712","1"
"600","3713","25"
"292","3714",".0875"
"4","3715",".5"
"90","3716","1"
"379","3717","50"
"600","3718","16.66"
"600","3719","33.33"
"600","3720","50"
"292","3721",".28999999999999998"
"90","3722","1"
"90","3723","50"
"400","3724","100"
"111","3725",".33329999999999999"
"90","3726","1"
"419","3727","25"
"600","3728",".125"
"4","3729",".5"
"600","3730","25"
"358","3731","25"
"292","3732",".25"
"600","3733","50"
"323","3734","99"
"90","3735","1"
"600","3736",".24"
"419","3737","25"
"600","3738","30"
"303","3739","8.33"
"427","3740","100"
"371","3741","100"
"207","3742","99"
"399","3743","100"
"100","3744","99"
"363","3745","100"
"358","3746","100"
"424","3747","100"
"400","3748","100"
"600","3749","100"
"168","3750","50"
"600","3751","100"
"306","3752","100"
"97","3753","100"
"351","3754","100"
"350","3755","100"
"117","3756","100"
"600","3757","5"
"186","3758","50"
"292","3759",".25"
"145","3760","1"
"371","3761","50"
"424","3762","32.5"
"262","3763","1"
"145","3764","1"
"90","3765","100"
"424","3766","50"
"600","3767","10"
"207","3768",".17"
"117","3769","50"
"600","3770","50"
"600","3771",".0625"
"600","3772",".5"
"144","3773",".17"
"600","3774","50"
"600","3775","16.67"
"600","3776","25"
"90","3777","1"
"117","3778","33.34"
"600","3779","50"
"600","3780","25"
"90","3781","1"
"90","3782","1"
"419","3783","25"
"397","3784","33.2"
"600","3785","25"
"600","3786","50"
"90","3787","1"
"4","3788",".5"
"600","3789","50"
"600","3790","0"
"399","3791","100"
"600","3792","17.5"
"90","3793","1"
"417","3794","25"
"303","3795",".5"
"600","3796","25"
"379","3797","50"
"411","3798","99"
"600","3799","16.67"
"600","3800",".16669999999999999"
"600","3801","50"
"600","3802","25"
"600","3803","1"
"600","3804","33.33"
"4","3805",".5"
"600","3806","12"
"397","3807","16.670000000000002"
"600","3808","25"
"600","3809",".3"
"186","3810","1"
"600","3811",".125"
"600","3812","25"
"223","3813","50"
"90","3814","25"
"90","3815",".33"
"408","3816","6.5"
"397","3817","100"
"4","3819",".33"
"117","3820","16"
"379","3821","50"
"600","3822","33.33"
"223","3823","100"
"90","3824","50"
"600","3825","17"
"600","3826","25"
"600","3827","50"
"292","3828",".5"
"358","3829","33.2"
"90","3830",".5"
"242","3818","50"
"600","3831","99"
"379","3832","50"
"358","3833","50"
"600","3834","0"
"600","3835","7.5"
"600","3836","50"
"358","3837","50"
"5","3838",".5"
"90","3839",".5"
"600","3840","12.5"
"600","3841","100"
"193","3842","100"
"46","3843","11.75"
"4","3844",".25"
"376","3845","99"
"163","3846","99"
"163","3847","99"
"386","3848","99"
"46","3849","1"
"303","3850",".33"
"303","3851",".25"
"303","3852",".17"
"192","3857","25"
"100","3855","10"
"419","3868","12.5"
"316","3868","12.5"
"620","3870","25"
"574","3871","30"
"441","2274","10"
"620","3872","21.38"
"620","3873","50"
"620","3876","100"
"620","3877","100"
"620","3878","90"
"620","3879","100"
"620","3880","100"
"620","3881","100"
"620","3882","60.5"
"620","3883","100"
"620","3884","100"
"620","3885","50"
"418","3886","40"
"306","3887","33.3"
"622","3186","12.5"
"622","66","10"
"620","3888","40"
"620","3889","33.4"
"620","3890","100"
"620","3891","100"
"620","3892","50"
"620","3893","33.4"
"620","3894","11.68"
"620","3895","100"
"620","3896","100"
"620","3897","100"
"620","3898","50"
"620","3899","100"
"620","3900","100"
"620","3901","100"
"620","3902","100"
"366","3904","50"
"620","3903","50"
"620","3905","33.4"
"620","3906","100"
"620","3907","100"
"620","3908","100"
"620","3909","33.4"
"620","3910","50"
"620","3911","50"
"620","3912","29.34"
"620","3913","100"
"620","3914","11.34"
"620","3915","100"
"620","3916","50"
"620","3917","85"
"620","3918","33.4"
"620","3919","100"
"590","1772","5"
"435","1772","2.5"
"393","3922","12.5"
"256","3923","10"
"331","3924","33.33"
"377","3926","16.66"
"636","3927","5.56"
"637","3927","12.96"
"638","3927","24.07"
"152","835","25"
"327","3928","33.33"
"620","3929","100"
"68","3931","50"
"138","479","5"
"325","479","5"
"600","2390","8"
"661","3932","20"
"326","3933","100"
"46","3934","33"
"46","3935","25"
"590","3936","99"
"590","3937","99"
"590","3938","99"
"590","3939","99"
"349","3940","4"
"349","3941","8"
"349","3942","33.339999999999997"
"349","3943","99"
"349","3944","10"
"582","3945","100"
"582","3946","100"
"582","3947","100"
"145","3948","8.33"
"584","3949","10"
"112","3950","25"
"358","3951","25"
"85","3952","25"
"103","3953","50"
"600","3954","6.25"
"90","3955","50"
"192","3956","25"
"331","3957","99"
"103","3958","50"
"397","3959","50"
"186","3960","25"
"391","3961","50"
"341","3962","16.649999999999999"
"356","3963","99"
"100","3964","75"
"59","3965","50"
"427","3966","25"
"587","3967","33.33"
"324","3968","25"
"306","3969","50"
"331","3970","99"
"397","3971","100"
"397","3972","99"
"407","3973","100"
"138","3974","5"
"424","3975","100"
"103","3976","1.5"
"587","3977","100"
"600","3978","99"
"426","3979","11"
"354","3980","5"
"103","3981","5.84"
"356","3982","50"
"63","3983","50"
"23","3984","80"
"411","3985","99"
"356","3986","50"
"371","3987","50"
"424","3988","50"
"267","3989","6.25"
"103","3990","14.000000000000001"
"58","3991","50"
"356","3992","50"
"157","3993","33"
"63","3994","50"
"63","3995","50"
"336","3996","99"
"102","3997","99"
"416","3998","50"
"112","3999","3.75"
"588","4000","50"
"411","4001","99"
"587","4002","50"
"356","4003","99"
"128","4004","10"
"100","4005","45"
"584","4006","25"
"337","4007","18"
"588","4008","12.5"
"588","4009","10"
"587","4010","33.340000000000003"
"587","4011","50"
"587","4012","100"
"349","4013","17"
"187","4014","33.33"
"261","4015","25"
"117","4016","50"
"182","3","50"
"322","4","15"
"588","4017","75"
"666","4019","12.5"
"168","52","15"
"583","52","15"
"168","318","25"
"583","318","25"
"168","574","25"
"168","766","25"
"583","766","25"
"583","1156","25"
"583","1167","25"
"583","1183","45"
"583","1357","16.66"
"583","1672","12.5"
"168","2072","25"
"583","2586","50"
"583","2725","50"
"583","2821","50"
"583","2869","50"
"583","2894","50"
"583","2913","50"
"583","2957","50"
"583","2958","50"
"583","3020","50"
"583","3025","50"
"583","3039","50"
"583","3062","50"
"583","3089","50"
"583","3099","50"
"583","3145","50"
"583","3407","50"
"583","3659","50"
"583","3750","50"
"667","4020","10"
"667","3932","15"
"668","4022","14.45"
"668","4023","23.5"
"668","4024","50"
"668","4025","41.67"
"668","4026","43.75"
"668","4027","45"
"669","4026","43.75"
"584","4028","42.5"
"585","4028","42.5"
"676","4029","50"
"676","4030","50"
"676","4031","50"
"676","4033","50"
"676","4034","50"
"676","4032","100"
"676","4035","25"
"676","4036","50"
"676","4037","50"
"676","4038","100"
"676","4039","100"
"676","4040","100"
"676","4041","50"
"676","4042","50"
"676","4043","70"
"676","4044","50"
"676","4045","50"
"676","4046","50"
"676","4047","50"
"676","4048","50"
"676","4049","50"
"676","4050","50"
"676","4051","75"
"676","4052","50"
"676","4053","50"
"676","4054","100"
"676","4055","100"
"676","4056","50"
"676","4057","50"
"420","4058","25"
"662","4058","25"
